id,type,color
4777,banana,green
4778,banana,green
4779,banana,yellow
4780,apple,red
4781,apple,yellow
4782,apple,red
4783,banana,yellow
4784,apple,green
4785,banana,green
4786,banana,green
4787,cherry,purple
4788,banana,green
4789,cherry,purple
4790,cherry,purple
4791,cherry,red
4792,banana,green
4793,banana,yellow
4794,apple,yellow
4795,cherry,red
4796,cherry,purple
4797,banana,green
4798,cherry,red
4799,apple,green
4800,banana,yellow
4801,apple,red
4802,apple,yellow
4803,cherry,purple
4804,apple,green
4805,apple,red
4806,apple,yellow
4807,apple,green
4808,apple,red
4809,banana,yellow
4810,apple,red
4811,cherry,red
4812,banana,green
4813,apple,green
4814,apple,green
4815,apple,green
4816,cherry,purple
4817,banana,green
4818,cherry,purple
4819,cherry,red
4820,apple,yellow
4821,banana,yellow
4822,apple,green
4823,banana,yellow
4824,apple,red
4825,banana,yellow
4826,cherry,red
4827,cherry,red
4828,cherry,red
4829,cherry,red
4830,cherry,purple
4831,banana,yellow
4832,apple,green
4833,banana,green
4834,apple,yellow
4835,cherry,purple
4836,apple,yellow
4837,banana,yellow
4838,banana,green
4839,apple,red
4840,apple,green
4841,banana,yellow
4842,banana,green
4843,apple,green
4844,apple,green
4845,banana,green
4846,apple,red
4847,banana,green
4848,apple,green
4849,cherry,purple
4850,banana,yellow
4851,cherry,purple
4852,apple,green
4853,banana,yellow
4854,banana,green
4855,apple,yellow
4856,banana,green
4857,apple,yellow
4858,apple,yellow
4859,apple,red
4860,banana,yellow
4861,apple,red
4862,apple,red
4863,banana,yellow
4864,apple,green
4865,banana,green
4866,banana,green
4867,apple,red
4868,banana,green
4869,cherry,red
4870,banana,yellow
4871,apple,yellow
4872,banana,green
4873,apple,green
4874,apple,red
4875,cherry,red
4876,banana,green
4877,banana,green
4878,apple,green
4879,cherry,purple
4880,apple,red
4881,cherry,purple
4882,apple,yellow
4883,apple,red
4884,apple,green
4885,apple,yellow
4886,banana,green
4887,banana,green
4888,apple,red
4889,apple,green
4890,apple,green
4891,apple,green
4892,cherry,purple
4893,banana,yellow
4894,cherry,purple
4895,apple,yellow
4896,banana,yellow
4897,banana,yellow
4898,apple,yellow
4899,banana,yellow
4900,apple,yellow
4901,banana,green
4902,apple,green
4903,cherry,purple
4904,cherry,red
4905,cherry,purple
4906,apple,yellow
4907,apple,green
4908,cherry,red
4909,banana,yellow
4910,apple,yellow
4911,cherry,purple
4912,banana,yellow
4913,banana,yellow
4914,apple,red
4915,cherry,red
4916,apple,green
4917,apple,green
4918,banana,yellow
4919,banana,green
4920,banana,green
4921,apple,yellow
4922,banana,green
4923,apple,red
4924,banana,green
4925,apple,yellow
4926,apple,green
4927,apple,yellow
4928,banana,green
4929,banana,yellow
4930,cherry,red
4931,apple,red
4932,banana,green
4933,apple,yellow
4934,cherry,red
4935,banana,yellow
4936,banana,green
4937,apple,green
4938,banana,yellow
4939,apple,green
4940,cherry,purple
4941,cherry,purple
4942,banana,green
4943,apple,green
4944,cherry,purple
4945,apple,yellow
4946,apple,green
4947,banana,yellow
4948,cherry,purple
4949,apple,red
4950,apple,green
4951,cherry,purple
4952,apple,yellow
4953,cherry,red
4954,banana,green
4955,apple,yellow
4956,apple,red
4957,cherry,purple
4958,apple,yellow
4959,apple,yellow
4960,apple,green
4961,banana,green
4962,apple,yellow
4963,cherry,red
4964,banana,green
4965,cherry,purple
4966,cherry,red
4967,cherry,red
4968,apple,red
4969,banana,yellow
4970,apple,yellow
4971,banana,yellow
4972,banana,yellow
4973,banana,yellow
4974,cherry,purple
4975,apple,yellow
4976,cherry,purple
4977,apple,red
4978,banana,green
4979,cherry,red
4980,apple,red
4981,banana,yellow
4982,apple,yellow
4983,apple,red
4984,apple,red
4985,apple,green
4986,cherry,red
4987,apple,green
4988,cherry,purple
4989,apple,yellow
4990,apple,yellow
4991,banana,green
4992,banana,green
4993,cherry,red
4994,apple,red
4995,banana,yellow
4996,apple,green
4997,cherry,purple
4998,cherry,red
4999,apple,yellow
5000,apple,red
5001,apple,red
5002,banana,yellow
5003,apple,green
5004,apple,red
5005,apple,red
5006,apple,yellow
5007,banana,yellow
5008,apple,green
5009,apple,red
5010,apple,yellow
5011,banana,green
5012,banana,green
5013,banana,green
5014,cherry,purple
5015,apple,yellow
5016,cherry,purple
5017,cherry,red
5018,banana,green
5019,apple,red
5020,cherry,purple
5021,banana,green
5022,banana,green
5023,cherry,red
5024,banana,green
5025,apple,green
5026,apple,yellow
5027,cherry,purple
5028,apple,red
5029,cherry,purple
5030,banana,green
5031,banana,green
5032,apple,red
5033,apple,green
5034,banana,yellow
5035,apple,red
5036,apple,green
5037,apple,green
5038,apple,green
5039,banana,green
5040,apple,yellow
5041,cherry,red
5042,banana,green
5043,apple,red
5044,banana,yellow
5045,banana,yellow
5046,banana,green
5047,banana,green
5048,apple,green
5049,apple,red
5050,cherry,purple
5051,apple,green
5052,banana,yellow
5053,banana,green
5054,banana,yellow
5055,banana,green
5056,apple,yellow
5057,cherry,purple
5058,apple,green
5059,apple,yellow
5060,cherry,red
5061,apple,red
5062,apple,red
5063,cherry,purple
5064,banana,green
5065,apple,green
5066,banana,green
5067,banana,yellow
5068,apple,yellow
5069,cherry,purple
5070,cherry,red
5071,cherry,red
5072,apple,red
5073,cherry,red
5074,apple,green
5075,cherry,purple
5076,apple,red
5077,apple,green
5078,cherry,red
5079,cherry,red
5080,apple,red
5081,apple,green
5082,apple,green
5083,banana,green
5084,apple,red
5085,cherry,purple
5086,apple,green
5087,cherry,purple
5088,banana,yellow
5089,banana,yellow
5090,banana,green
5091,cherry,purple
5092,cherry,purple
5093,apple,green
5094,cherry,red
5095,apple,red
5096,banana,yellow
5097,banana,yellow
5098,cherry,red
5099,apple,yellow
5100,apple,green
5101,apple,red
5102,apple,yellow
5103,cherry,purple
5104,cherry,purple
5105,banana,yellow
5106,cherry,red
5107,cherry,red
5108,cherry,purple
5109,cherry,red
5110,cherry,red
5111,apple,green
5112,apple,green
5113,cherry,red
5114,apple,red
5115,banana,yellow
5116,apple,green
5117,apple,red
5118,banana,green
5119,apple,red
5120,cherry,red
5121,apple,red
5122,apple,yellow
5123,banana,green
5124,apple,green
5125,apple,red
5126,banana,green
5127,apple,red
5128,banana,green
5129,banana,green
5130,banana,yellow
5131,banana,yellow
5132,cherry,red
5133,apple,red
5134,banana,yellow
5135,apple,red
5136,apple,yellow
5137,banana,green
5138,apple,red
5139,apple,yellow
5140,apple,red
5141,apple,red
5142,apple,green
5143,banana,green
5144,banana,yellow
5145,apple,yellow
5146,banana,green
5147,cherry,red
5148,apple,yellow
5149,apple,red
5150,apple,green
5151,apple,red
5152,banana,green
5153,apple,red
5154,cherry,red
5155,apple,red
5156,banana,green
5157,banana,green
5158,cherry,purple
5159,apple,red
5160,banana,green
5161,cherry,red
5162,cherry,red
5163,apple,yellow
5164,apple,green
5165,banana,green
5166,banana,green
5167,apple,red
5168,cherry,purple
5169,banana,green
5170,apple,yellow
5171,banana,yellow
5172,apple,green
5173,cherry,red
5174,apple,red
5175,apple,yellow
5176,banana,green
5177,apple,yellow
5178,apple,green
5179,banana,green
5180,cherry,purple
5181,cherry,red
5182,apple,yellow
5183,apple,green
5184,apple,green
5185,cherry,purple
5186,apple,red
5187,banana,green
5188,cherry,red
5189,banana,green
5190,banana,green
5191,apple,red
5192,banana,yellow
5193,banana,yellow
5194,banana,green
5195,banana,yellow
5196,apple,green
5197,apple,green
5198,apple,red
5199,apple,yellow
5200,apple,green
5201,apple,green
5202,apple,red
5203,apple,red
5204,apple,green
5205,cherry,red
5206,cherry,purple
5207,apple,yellow
5208,apple,yellow
5209,cherry,purple
5210,apple,green
5211,cherry,red
5212,cherry,purple
5213,banana,yellow
5214,cherry,purple
5215,banana,yellow
5216,banana,green
5217,cherry,red
5218,banana,yellow
5219,apple,green
5220,banana,green
5221,apple,green
5222,banana,green
5223,banana,green
5224,cherry,purple
5225,apple,yellow
5226,banana,green
5227,banana,green
5228,banana,green
5229,banana,green
5230,banana,yellow
5231,cherry,purple
5232,apple,red
5233,banana,green
5234,cherry,purple
5235,apple,yellow
5236,cherry,purple
5237,apple,green
5238,apple,yellow
5239,apple,yellow
5240,banana,yellow
5241,apple,green
5242,cherry,red
5243,apple,red
5244,cherry,purple
5245,banana,yellow
5246,apple,yellow
5247,banana,yellow
5248,banana,yellow
5249,banana,green
5250,apple,yellow
5251,banana,yellow
5252,apple,green
5253,banana,yellow
5254,cherry,red
5255,apple,red
5256,apple,red
5257,banana,yellow
5258,apple,green
5259,apple,yellow
5260,banana,yellow
5261,cherry,purple
5262,banana,yellow
5263,cherry,purple
5264,cherry,purple
5265,cherry,red
5266,banana,yellow
5267,apple,yellow
5268,banana,yellow
5269,banana,yellow
5270,banana,green
5271,apple,red
5272,cherry,purple
5273,apple,green
5274,apple,yellow
5275,cherry,purple
5276,banana,green
5277,apple,green
5278,banana,green
5279,apple,green
5280,apple,yellow
5281,cherry,purple
5282,apple,green
5283,cherry,purple
5284,cherry,purple
5285,apple,red
5286,apple,yellow
5287,apple,yellow
5288,banana,yellow
5289,apple,red
5290,apple,yellow
5291,banana,green
5292,banana,yellow
5293,apple,yellow
5294,apple,green
5295,apple,yellow
5296,banana,green
5297,banana,yellow
5298,banana,green
5299,apple,green
5300,banana,green
5301,banana,green
5302,apple,red
5303,cherry,red
5304,apple,yellow
5305,apple,yellow
5306,banana,yellow
5307,cherry,red
5308,apple,red
5309,banana,green
5310,cherry,purple
5311,cherry,red
5312,banana,yellow
5313,apple,yellow
5314,apple,green
5315,banana,yellow
5316,cherry,purple
5317,apple,green
5318,apple,yellow
5319,banana,yellow
5320,apple,green
5321,banana,green
5322,apple,yellow
5323,apple,yellow
5324,cherry,red
5325,apple,red
5326,banana,yellow
5327,apple,red
5328,cherry,purple
5329,cherry,red
5330,apple,yellow
5331,banana,green
5332,apple,red
5333,banana,green
5334,banana,green
5335,banana,yellow
5336,cherry,purple
5337,banana,green
5338,cherry,red
5339,apple,yellow
5340,apple,red
5341,banana,yellow
5342,banana,green
5343,apple,green
5344,cherry,purple
5345,apple,green
5346,apple,red
5347,cherry,red
5348,banana,yellow
5349,cherry,purple
5350,apple,red
5351,banana,yellow
5352,banana,green
5353,banana,yellow
5354,apple,green
5355,apple,red
5356,apple,yellow
5357,cherry,purple
5358,cherry,red
5359,apple,red
5360,cherry,red
5361,apple,red
5362,cherry,red
5363,cherry,purple
5364,cherry,purple
5365,banana,yellow
5366,apple,yellow
5367,apple,green
5368,banana,green
5369,cherry,red
5370,apple,red
5371,apple,red
5372,banana,green
5373,banana,yellow
5374,banana,yellow
5375,apple,green
5376,banana,green
5377,banana,yellow
5378,apple,red
5379,cherry,purple
5380,apple,green
5381,banana,yellow
5382,apple,red
5383,banana,yellow
5384,banana,yellow
5385,cherry,red
5386,cherry,red
5387,cherry,red
5388,apple,green
5389,apple,red
5390,apple,yellow
5391,banana,yellow
5392,cherry,red
5393,banana,green
5394,banana,yellow
5395,apple,yellow
5396,apple,yellow
5397,banana,green
5398,cherry,red
5399,banana,green
5400,cherry,purple
5401,cherry,red
5402,banana,green
5403,apple,yellow
5404,banana,yellow
5405,apple,green
5406,banana,green
5407,apple,red
5408,cherry,red
5409,apple,yellow
5410,apple,green
5411,banana,yellow
5412,apple,red
5413,banana,green
5414,cherry,red
5415,banana,yellow
5416,apple,yellow
5417,apple,red
5418,apple,yellow
5419,apple,red
5420,cherry,purple
5421,banana,yellow
5422,apple,red
5423,banana,yellow
5424,banana,yellow
5425,banana,green
5426,cherry,purple
5427,cherry,purple
5428,cherry,red
5429,cherry,purple
5430,banana,green
5431,cherry,red
5432,cherry,purple
5433,cherry,purple
5434,cherry,purple
5435,banana,green
5436,apple,green
5437,banana,yellow
5438,apple,red
5439,apple,yellow
5440,cherry,red
5441,cherry,purple
5442,apple,green
5443,apple,green
5444,apple,yellow
5445,apple,yellow
5446,cherry,red
5447,apple,yellow
5448,banana,green
5449,cherry,purple
5450,banana,green
5451,apple,red
5452,cherry,purple
5453,banana,yellow
5454,banana,yellow
5455,apple,yellow
5456,banana,yellow
5457,banana,green
5458,cherry,purple
5459,apple,green
5460,apple,yellow
5461,apple,yellow
5462,banana,yellow
5463,apple,red
5464,apple,yellow
5465,cherry,purple
5466,apple,yellow
5467,apple,yellow
5468,cherry,purple
5469,apple,green
5470,banana,yellow
5471,banana,green
5472,apple,yellow
5473,banana,yellow
5474,apple,green
5475,banana,green
5476,apple,green
5477,cherry,red
5478,apple,yellow
5479,cherry,purple
5480,cherry,purple
5481,banana,green
5482,banana,yellow
5483,apple,green
5484,cherry,red
5485,apple,red
5486,cherry,purple
5487,cherry,purple
5488,cherry,red
5489,banana,yellow
5490,apple,yellow
5491,apple,red
5492,cherry,red
5493,banana,green
5494,banana,yellow
5495,cherry,red
5496,banana,green
5497,apple,red
5498,cherry,purple
5499,cherry,purple
5500,apple,green
5501,apple,green
5502,banana,yellow
5503,banana,green
5504,banana,green
5505,apple,green
5506,banana,yellow
5507,cherry,purple
5508,banana,green
5509,cherry,red
5510,banana,yellow
5511,cherry,red
5512,cherry,purple
5513,banana,yellow
5514,banana,green
5515,apple,red
5516,apple,green
5517,banana,yellow
5518,banana,yellow
5519,cherry,purple
5520,apple,red
5521,banana,green
5522,banana,yellow
5523,cherry,purple
5524,apple,red
5525,cherry,red
5526,banana,green
5527,cherry,purple
5528,apple,yellow
5529,banana,green
5530,apple,green
5531,banana,yellow
5532,cherry,red
5533,apple,green
5534,cherry,purple
5535,banana,green
5536,apple,green
5537,banana,yellow
5538,banana,yellow
5539,apple,red
5540,banana,green
5541,banana,green
5542,apple,green
5543,apple,yellow
5544,banana,yellow
5545,apple,green
5546,apple,yellow
5547,banana,green
5548,apple,green
5549,apple,red
5550,cherry,red
5551,cherry,red
5552,banana,green
5553,banana,green
5554,apple,green
5555,apple,green
5556,apple,green
5557,apple,red
5558,apple,green
5559,cherry,red
5560,cherry,purple
5561,apple,red
5562,banana,yellow
5563,apple,red
5564,cherry,red
5565,apple,red
5566,apple,green
5567,cherry,purple
5568,banana,yellow
5569,cherry,purple
5570,cherry,red
5571,banana,green
5572,banana,yellow
5573,cherry,purple
5574,banana,yellow
5575,cherry,red
5576,banana,yellow
5577,banana,green
5578,apple,green
5579,apple,yellow
5580,banana,yellow
5581,banana,green
5582,cherry,red
5583,banana,green
5584,apple,yellow
5585,banana,yellow
5586,cherry,red
5587,apple,yellow
5588,apple,red
5589,banana,green
5590,banana,green
5591,cherry,purple
5592,apple,red
5593,banana,yellow
5594,cherry,red
5595,apple,red
5596,banana,yellow
5597,banana,yellow
5598,banana,green
5599,banana,yellow
5600,banana,green
5601,banana,yellow
5602,cherry,red
5603,cherry,purple
5604,banana,green
5605,banana,green
5606,apple,red
5607,apple,green
5608,banana,green
5609,apple,yellow
5610,banana,yellow
5611,banana,green
5612,banana,green
5613,banana,yellow
5614,cherry,purple
5615,cherry,purple
5616,banana,yellow
5617,apple,green
5618,banana,green
5619,apple,green
5620,apple,green
5621,banana,green
5622,banana,green
5623,cherry,purple
5624,banana,yellow
5625,apple,red
5626,apple,green
5627,apple,red
5628,banana,yellow
5629,cherry,purple
5630,apple,yellow
5631,apple,yellow
5632,apple,green
5633,apple,yellow
5634,apple,green
5635,cherry,red
5636,banana,yellow
5637,apple,red
5638,cherry,purple
5639,cherry,red
5640,apple,red
5641,cherry,purple
5642,banana,yellow
5643,cherry,red
5644,cherry,red
5645,banana,green
5646,apple,green
5647,apple,red
5648,banana,yellow
5649,apple,yellow
5650,apple,green
5651,banana,yellow
5652,cherry,purple
5653,cherry,red
5654,apple,yellow
5655,banana,green
5656,apple,yellow
5657,cherry,red
5658,apple,yellow
5659,cherry,red
5660,cherry,purple
5661,cherry,purple
5662,banana,yellow
5663,apple,green
5664,apple,green
5665,cherry,purple
5666,apple,green
5667,apple,green
5668,banana,green
5669,apple,yellow
5670,banana,yellow
5671,apple,green
5672,banana,green
5673,cherry,red
5674,banana,yellow
5675,apple,red
5676,banana,green
5677,banana,green
5678,apple,yellow
5679,cherry,red
5680,banana,yellow
5681,cherry,purple
5682,banana,yellow
5683,apple,yellow
5684,cherry,red
5685,apple,green
5686,apple,green
5687,banana,yellow
5688,apple,yellow
5689,banana,green
5690,cherry,purple
5691,banana,green
5692,banana,green
5693,cherry,red
5694,apple,yellow
5695,banana,yellow
5696,cherry,purple
5697,banana,green
5698,apple,red
5699,apple,yellow
5700,apple,red
5701,banana,yellow
5702,apple,green
5703,banana,green
5704,apple,yellow
5705,banana,yellow
5706,apple,green
5707,cherry,purple
5708,banana,green
5709,banana,yellow
5710,apple,yellow
5711,banana,green
5712,banana,green
5713,banana,yellow
5714,cherry,red
5715,apple,yellow
5716,cherry,red
5717,apple,red
5718,apple,red
5719,cherry,red
5720,apple,red
5721,apple,red
5722,banana,green
5723,apple,yellow
5724,banana,yellow
5725,apple,yellow
5726,banana,yellow
5727,apple,red
5728,cherry,purple
5729,apple,green
5730,banana,green
5731,apple,green
5732,cherry,red
5733,apple,red
5734,apple,red
5735,apple,green
5736,banana,yellow
5737,cherry,purple
5738,apple,yellow
5739,banana,green
5740,apple,red
5741,cherry,red
5742,apple,yellow
5743,apple,red
5744,banana,yellow
5745,apple,red
5746,apple,green
5747,banana,green
5748,apple,yellow
5749,cherry,red
5750,banana,green
5751,cherry,purple
5752,apple,yellow
5753,apple,red
5754,cherry,red
5755,cherry,purple
5756,banana,green
5757,banana,green
5758,banana,green
5759,banana,green
5760,banana,yellow
5761,apple,green
5762,cherry,purple
5763,banana,yellow
5764,banana,yellow
5765,apple,red
5766,cherry,red
5767,apple,green
5768,banana,yellow
5769,banana,green
5770,apple,green
5771,cherry,red
5772,banana,yellow
5773,banana,green
5774,apple,yellow
5775,banana,green
5776,banana,yellow
5777,cherry,purple
5778,cherry,purple
5779,banana,green
5780,banana,yellow
5781,apple,red
5782,banana,yellow
5783,banana,yellow
5784,cherry,red
5785,apple,red
5786,apple,yellow
5787,banana,green
5788,apple,yellow
5789,apple,red
5790,banana,yellow
5791,apple,yellow
5792,cherry,purple
5793,cherry,red
5794,cherry,purple
5795,banana,green
5796,banana,yellow
5797,apple,yellow
5798,apple,green
5799,apple,green
5800,apple,yellow
5801,apple,yellow
5802,banana,yellow
5803,apple,yellow
5804,apple,green
5805,banana,yellow
5806,banana,green
5807,apple,red
5808,apple,red
5809,apple,yellow
5810,banana,yellow
5811,cherry,red
5812,apple,green
5813,banana,yellow
5814,apple,yellow
5815,banana,yellow
5816,banana,yellow
5817,apple,green
5818,banana,yellow
5819,apple,yellow
5820,apple,red
5821,cherry,purple
5822,cherry,red
5823,cherry,purple
5824,banana,green
5825,apple,green
5826,banana,green
5827,cherry,purple
5828,cherry,red
5829,apple,yellow
5830,apple,yellow
5831,banana,green
5832,apple,yellow
5833,cherry,red
5834,apple,yellow
5835,banana,green
5836,apple,red
5837,apple,green
5838,apple,red
5839,banana,yellow
5840,banana,green
5841,banana,green
5842,banana,yellow
5843,apple,red
5844,banana,yellow
5845,apple,green
5846,apple,yellow
5847,cherry,red
5848,cherry,purple
5849,apple,yellow
5850,apple,red
5851,banana,green
5852,banana,green
5853,banana,green
5854,cherry,purple
5855,banana,green
5856,banana,green
5857,apple,red
5858,cherry,red
5859,banana,green
5860,cherry,purple
5861,banana,yellow
5862,banana,green
5863,cherry,red
5864,cherry,red
5865,apple,green
5866,cherry,red
5867,cherry,purple
5868,cherry,red
5869,cherry,purple
5870,apple,green
5871,apple,red
5872,apple,red
5873,apple,red
5874,apple,red
5875,banana,yellow
5876,apple,yellow
5877,cherry,purple
5878,apple,red
5879,apple,green
5880,banana,green
5881,banana,green
5882,banana,green
5883,banana,yellow
5884,apple,green
5885,cherry,red
5886,apple,green
5887,cherry,purple
5888,banana,yellow
5889,apple,yellow
5890,banana,yellow
5891,apple,yellow
5892,apple,red
5893,apple,green
5894,banana,yellow
5895,banana,green
5896,cherry,red
5897,apple,red
5898,apple,green
5899,banana,green
5900,apple,red
5901,banana,green
5902,apple,yellow
5903,cherry,red
5904,apple,green
5905,apple,green
5906,banana,yellow
5907,banana,yellow
5908,apple,yellow
5909,apple,green
5910,cherry,red
5911,apple,red
5912,banana,green
5913,banana,yellow
5914,banana,green
5915,banana,yellow
5916,apple,green
5917,banana,yellow
5918,banana,green
5919,banana,green
5920,banana,green
5921,apple,red
5922,cherry,purple
5923,cherry,red
5924,apple,green
5925,cherry,purple
5926,apple,yellow
5927,banana,green
5928,banana,green
5929,apple,red
5930,cherry,purple
5931,apple,yellow
5932,banana,green
5933,banana,green
5934,cherry,red
5935,banana,yellow
5936,apple,green
5937,apple,green
5938,apple,red
5939,banana,green
5940,banana,green
5941,apple,red
5942,banana,yellow
5943,banana,green
5944,banana,green
5945,apple,green
5946,banana,yellow
5947,cherry,purple
5948,apple,green
5949,apple,red
5950,banana,yellow
5951,apple,yellow
5952,apple,yellow
5953,banana,green
5954,banana,yellow
5955,cherry,purple
5956,banana,yellow
5957,cherry,purple
5958,cherry,red
5959,banana,green
5960,banana,yellow
5961,banana,yellow
5962,apple,green
5963,apple,green
5964,apple,yellow
5965,cherry,purple
5966,banana,yellow
5967,banana,yellow
5968,banana,green
5969,apple,red
5970,apple,green
5971,banana,green
5972,apple,yellow
5973,cherry,purple
5974,apple,red
5975,apple,green
5976,apple,yellow
5977,apple,yellow
5978,banana,green
5979,banana,green
5980,banana,green
5981,cherry,red
5982,apple,green
5983,apple,green
5984,apple,yellow
5985,banana,yellow
5986,banana,green
5987,banana,yellow
5988,banana,green
5989,apple,yellow
5990,cherry,purple
5991,apple,green
5992,banana,green
5993,apple,yellow
5994,banana,green
5995,banana,green
5996,cherry,red
5997,cherry,purple
5998,banana,green
5999,cherry,purple
6000,cherry,red
6001,apple,red
6002,apple,red
6003,apple,red
6004,banana,yellow
6005,cherry,purple
6006,banana,green
6007,cherry,purple
6008,cherry,purple
6009,apple,green
6010,banana,green
6011,banana,green
6012,apple,green
6013,banana,green
6014,apple,green
6015,apple,red
6016,banana,yellow
6017,banana,green
6018,cherry,red
6019,banana,yellow
6020,apple,yellow
6021,banana,green
6022,banana,yellow
6023,banana,yellow
6024,banana,yellow
6025,banana,green
6026,cherry,purple
6027,banana,yellow
6028,banana,green
6029,banana,green
6030,apple,yellow
6031,cherry,purple
6032,banana,yellow
6033,cherry,red
6034,banana,yellow
6035,apple,yellow
6036,cherry,purple
6037,apple,red
6038,cherry,red
6039,banana,green
6040,apple,yellow
6041,banana,yellow
6042,cherry,purple
6043,banana,yellow
6044,cherry,purple
6045,cherry,red
6046,apple,yellow
6047,cherry,red
6048,banana,green
6049,cherry,purple
6050,cherry,red
6051,cherry,purple
6052,cherry,red
6053,banana,yellow
6054,banana,yellow
6055,apple,green
6056,cherry,red
6057,apple,yellow
6058,cherry,purple
6059,banana,yellow
6060,apple,green
6061,cherry,red
6062,banana,green
6063,banana,green
6064,apple,red
6065,cherry,red
6066,apple,green
6067,banana,yellow
6068,banana,green
6069,cherry,purple
6070,apple,yellow
6071,banana,green
6072,banana,green
6073,banana,yellow
6074,apple,green
6075,apple,green
6076,banana,green
6077,apple,yellow
6078,apple,yellow
6079,apple,yellow
6080,banana,green
6081,apple,yellow
6082,apple,yellow
6083,apple,green
6084,apple,red
6085,apple,red
6086,banana,yellow
6087,banana,green
6088,apple,yellow
6089,banana,green
6090,banana,yellow
6091,cherry,red
6092,banana,green
6093,banana,green
6094,cherry,purple
6095,banana,green
6096,apple,green
6097,apple,red
6098,apple,green
6099,apple,red
6100,apple,yellow
6101,cherry,red
6102,apple,green
6103,banana,yellow
6104,cherry,red
6105,banana,green
6106,banana,green
6107,banana,green
6108,banana,green
6109,banana,yellow
6110,cherry,red
6111,banana,yellow
6112,apple,yellow
6113,apple,yellow
6114,cherry,red
6115,banana,green
6116,apple,yellow
6117,apple,green
6118,apple,red
6119,banana,yellow
6120,cherry,red
6121,banana,yellow
6122,apple,red
6123,banana,green
6124,banana,yellow
6125,apple,yellow
6126,apple,green
6127,apple,red
6128,banana,yellow
6129,banana,yellow
6130,banana,green
6131,banana,green
6132,cherry,red
6133,banana,green
6134,cherry,red
6135,banana,green
6136,cherry,purple
6137,cherry,purple
6138,banana,yellow
6139,apple,green
6140,banana,green
6141,apple,yellow
6142,apple,green
6143,banana,green
6144,banana,yellow
6145,cherry,red
6146,banana,green
6147,cherry,purple
6148,banana,yellow
6149,apple,green
6150,banana,yellow
6151,cherry,purple
6152,apple,yellow
6153,banana,yellow
6154,apple,red
6155,cherry,red
6156,apple,green
6157,apple,yellow
6158,banana,green
6159,cherry,red
6160,banana,yellow
6161,apple,red
6162,cherry,red
6163,cherry,red
6164,apple,yellow
6165,cherry,purple
6166,cherry,purple
6167,apple,green
6168,banana,green
6169,apple,green
6170,apple,green
6171,cherry,purple
6172,banana,green
6173,banana,green
6174,apple,green
6175,apple,green
6176,apple,red
6177,cherry,purple
6178,apple,yellow
6179,apple,yellow
6180,banana,green
6181,cherry,red
6182,apple,green
6183,apple,yellow
6184,banana,yellow
6185,banana,green
6186,cherry,red
6187,apple,red
6188,apple,green
6189,cherry,purple
6190,cherry,red
6191,cherry,purple
6192,banana,green
6193,apple,yellow
6194,banana,yellow
6195,apple,yellow
6196,apple,yellow
6197,apple,green
6198,apple,red
6199,cherry,red
6200,apple,yellow
6201,banana,yellow
6202,cherry,purple
6203,banana,yellow
6204,banana,green
6205,banana,green
6206,banana,green
6207,banana,yellow
6208,cherry,red
6209,cherry,purple
6210,cherry,purple
6211,cherry,purple
6212,banana,yellow
6213,apple,green
6214,apple,green
6215,apple,yellow
6216,cherry,purple
6217,apple,yellow
6218,cherry,red
6219,apple,green
6220,banana,green
6221,cherry,red
6222,cherry,purple
6223,apple,green
6224,cherry,purple
6225,cherry,purple
6226,apple,green
6227,banana,yellow
6228,banana,yellow
6229,banana,yellow
6230,banana,green
6231,banana,yellow
6232,cherry,purple
6233,cherry,purple
6234,banana,yellow
6235,banana,yellow
6236,apple,yellow
6237,apple,yellow
6238,cherry,purple
6239,cherry,purple
6240,banana,yellow
6241,banana,green
6242,apple,red
6243,apple,red
6244,apple,red
6245,banana,green
6246,banana,yellow
6247,cherry,purple
6248,cherry,red
6249,apple,red
6250,apple,red
6251,apple,yellow
6252,banana,yellow
6253,cherry,purple
6254,cherry,purple
6255,cherry,red
6256,banana,yellow
6257,apple,green
6258,cherry,red
6259,cherry,red
6260,cherry,red
6261,apple,green
6262,apple,green
6263,apple,yellow
6264,cherry,red
6265,apple,green
6266,banana,yellow
6267,apple,green
6268,banana,yellow
6269,apple,red
6270,banana,yellow
6271,apple,red
6272,apple,green
6273,banana,green
6274,banana,green
6275,banana,yellow
6276,cherry,purple
6277,banana,yellow
6278,cherry,red
6279,apple,green
6280,banana,yellow
6281,apple,green
6282,cherry,purple
6283,cherry,purple
6284,apple,yellow
6285,apple,yellow
6286,cherry,purple
6287,apple,green
6288,banana,green
6289,apple,red
6290,apple,red
6291,apple,red
6292,apple,green
6293,cherry,red
6294,banana,yellow
6295,cherry,purple
6296,apple,green
6297,cherry,purple
6298,apple,yellow
6299,cherry,red
6300,apple,red
6301,cherry,red
6302,banana,green
6303,banana,green
6304,cherry,purple
6305,banana,yellow
6306,cherry,purple
6307,apple,green
6308,apple,red
6309,cherry,red
6310,banana,yellow
6311,apple,red
6312,apple,red
6313,apple,red
6314,apple,green
6315,banana,green
6316,cherry,purple
6317,apple,yellow
6318,cherry,red
6319,apple,green
6320,cherry,purple
6321,apple,yellow
6322,banana,yellow
6323,banana,yellow
6324,apple,yellow
6325,apple,red
6326,apple,red
6327,banana,green
6328,apple,yellow
6329,apple,red
6330,apple,yellow
6331,banana,green
6332,banana,green
6333,banana,green
6334,cherry,red
6335,apple,green
